District,N,P,K,pH,Season,Temperature,Humidity,Rainfall,crop
Kancheepuram,189.5881845241895,68.97736359988762,195.26720386285885,7.4,Summer,30.704524782285606,69.45374543187692,16.39923330152276,watermelon
Kancheepuram,199.24588844273148,69.4875097625693,193.82383142490062,7.4,Summer,29.200161912432016,63.91510079652966,18.646839677238756,watermelon
Kancheepuram,184.55932032749465,65.05347751020861,191.8026063846185,7.4,Summer,29.45989754321128,66.86268614099829,6.979789222563179,watermelon
Kancheepuram,180.24911404441968,63.77666873362735,192.03318419841875,7.4,Summer,30.525209147107947,62.995736222458596,12.509084767508034,watermelon
Kancheepuram,185.48132517715567,68.09151411032016,197.05008520431858,7.4,Summer,29.991896390723284,66.48235163277542,28.452620342383398,watermelon
Kancheepuram,186.39322220816004,67.97544827573985,186.49861356991323,7.4,Summer,30.803393813980495,66.31188203694734,55.36074712520606,watermelon
Kancheepuram,190.85371187040812,64.7127490386203,195.062248607214,7.4,Summer,30.86997122680727,70.03562017534979,1.3747009899392637,watermelon
Kancheepuram,185.07975787868907,61.93374874129899,194.41682676060586,7.4,Summer,29.41243269687411,67.61298018795381,14.494059590619443,watermelon
Kancheepuram,196.61882684489115,66.05257682324336,190.3222854023875,7.4,Kharif,29.225717674429664,70.89190359545677,439.00159594830694,jute
Kancheepuram,191.94126188455115,68.77864983278545,192.7411247571672,7.4,Kharif,31.311984673439724,70.00727453415054,403.79929793268457,jute
Kancheepuram,197.2810654210095,60.40555422678808,193.88592482160922,7.4,Kharif,27.643332990736837,65.69637360816758,420.21043165492154,jute
Kancheepuram,194.3808565070246,67.0762986961514,199.08090017054118,7.4,Kharif,30.67192315148863,65.78180724730048,421.22024698931625,jute
Kancheepuram,185.47086299233834,63.1027002907718,196.34511051116468,7.4,Kharif,29.983411900133962,66.01007685701325,440.7931243690866,jute
Kancheepuram,181.1114443778422,67.79010326139712,197.45725525495524,7.4,Kharif,30.854475337880963,65.8248040859643,443.9289732535973,jute
Kancheepuram,184.78512892640666,64.35580559961448,202.27495488367634,7.4,Kharif,30.451057752918516,66.57771126786602,447.1599600539965,jute
Kancheepuram,180.34093510083383,66.87742293603506,192.99758341951173,7.4,Kharif,30.233595631197005,65.62355620690721,424.9660132475183,jute
Kancheepuram,187.82539918522826,67.12970787655765,193.772677280236,7.4,Kharif,30.034248980153137,61.05910334643033,414.28509620403,jute
Kancheepuram,186.82714849113407,72.26647508670435,193.87796185397696,7.4,Kharif,31.010602625777953,67.85188475361721,406.74266431292955,jute
Kancheepuram,191.6640513896552,68.35654266509063,197.20166703070393,7.4,Kharif,29.281690783019044,66.54519406070479,422.5478984619326,jute
Kancheepuram,190.59192025843384,68.6345459099476,188.5620180394212,7.4,Kharif,29.73303333696238,67.66638462873244,414.82514596427075,jute
Kancheepuram,193.1140460320598,67.13758491794006,202.2799020715129,7.4,Kharif,28.11356474983556,66.61490457908573,430.06843818771154,jute
Kancheepuram,186.11070102603517,67.60807404215534,193.04564077096344,7.4,Kharif,28.426913049858673,67.61561784131099,444.65610214728497,jute
Kancheepuram,187.71909911333148,65.91015971537279,199.0905244869632,7.4,Kharif,29.546185922462534,67.57775876389111,409.02137463279695,jute
Kancheepuram,189.3882106858356,70.82269178814137,193.1058581988597,7.4,Rabi,26.178895573035927,82.40681180475856,1051.2635816801605,rice
Kancheepuram,189.5352634446556,70.01926782420618,194.1163781355085,7.4,Rabi,25.084323092900117,76.89994915688432,1060.301284851579,rice
Kancheepuram,182.8736750966862,68.49367672887227,193.49784222699486,7.4,Rabi,24.51387155673968,85.70930720978723,1050.5087734363185,rice
Kancheepuram,177.93357803580477,66.4693046294058,193.26209600202324,7.4,Rabi,23.641898639244673,82.03712811338197,1061.4516754253834,rice
Kancheepuram,174.05653330795198,61.43849557286247,195.76815298453718,7.4,Rabi,24.522389133056933,78.58435200271464,1047.3485688332626,rice
Kancheepuram,195.18962061013139,71.7493238122778,194.88417051502782,7.4,Rabi,26.06826883339436,84.77082923928185,1064.612180257922,rice
Kancheepuram,188.22967349416587,71.56981714301783,194.94833645078978,7.4,Rabi,23.62450604452772,85.92968507700459,1042.0331007177672,rice
Kancheepuram,191.0236963680467,60.652379151111596,194.75445992477222,7.4,Rabi,25.5508910052459,80.14203783935514,1057.1134793015956,rice
Kancheepuram,193.19465606459823,71.37181055637126,193.5605226880854,7.4,Rabi,22.330152356150585,82.73422766740147,1066.1306837611908,rice
Kancheepuram,183.23904177189988,71.57441860652388,195.09461504186143,7.4,Rabi,25.958486458109558,85.4366451537746,1072.56599193445,rice
Kancheepuram,188.99143261894736,63.51241144613947,193.61840460771512,7.4,Rabi,22.455710467374967,78.27325117276976,1051.8464242798977,rice
Kancheepuram,198.96108031528107,63.35594583650149,199.92385280914678,7.4,Rabi,25.101970131889352,83.04480094374401,1044.6992941126286,rice
Kancheepuram,181.5526583418011,63.38042120625712,195.54762145761893,7.4,Rabi,25.536967735075496,82.9491938901538,1068.7248245179242,rice
Kancheepuram,190.2936510417778,69.54988885933228,193.57860876754626,7.4,Rabi,26.59714849309432,79.65467777662172,1063.0598571416615,rice
Kancheepuram,192.12801550380834,69.75136818886247,200.49094344861157,7.4,Rabi,25.14269427866079,81.55824392207721,1050.8032130371769,rice
Kancheepuram,187.1603327692711,70.32432551590385,193.4228679170767,7.4,Summer,29.80768486977287,69.11705358557606,51.95800914286568,banana
Kancheepuram,189.75035653303922,64.48034032913752,198.2927468459262,7.4,Summer,29.468159107929083,68.11819813996938,47.85865106136114,banana
Kancheepuram,184.8688607455176,67.90101451352106,188.7830505546235,7.4,Summer,29.553506601635757,66.42594890597087,55.468868825935054,banana
Kancheepuram,191.2236241904269,65.73566432873139,198.83922125550163,7.4,Summer,30.813187865939646,63.53738452207214,76.99551835952741,banana
Kancheepuram,199.3111789128456,65.52742252124575,197.1745983731558,7.4,Summer,30.155350736780093,65.0632094316679,68.27133929216788,banana
Kancheepuram,180.3851629139221,64.6630138456862,193.9467718488689,7.4,Summer,28.877652716540435,61.86442771201463,9.813397102258953,banana
Kancheepuram,186.45343562067458,69.87719369689134,195.13184739845687,7.4,Summer,27.873522448089762,62.98913291055686,16.175389230372208,banana
Kancheepuram,187.69369855305342,67.8569780935831,194.9433752773157,7.4,Summer,31.0715829523049,68.19320846655009,28.504533665870127,banana
Kancheepuram,180.9989068741966,66.92069491019477,190.26549032534214,7.4,Summer,30.2662245253506,70.01545011978548,43.038957590264786,banana
Kancheepuram,192.31865473175856,68.65357008082978,192.40524212212574,7.4,Summer,29.181260610135563,67.52659431452618,59.747761939847905,banana
Kancheepuram,193.5068712115334,69.28780213275923,194.69193153999402,7.4,Summer,29.128565481852913,69.71167791425795,51.41714273928714,banana
Kancheepuram,182.92170418201917,65.87307608213499,191.6876458932738,7.4,Summer,30.98570853047474,68.91815562404507,39.82573526257782,banana
Kancheepuram,194.84704364819007,62.56079288797907,195.81931663046544,7.4,Summer,30.763001550612945,65.610947341873,69.18880299127665,banana
Kancheepuram,190.69535928404102,66.9618125417465,195.07421468195716,7.4,Summer,29.968760684973976,65.53638297587348,57.84465145839629,banana
Kancheepuram,180.98582150579185,63.65442599190156,190.18789426283752,7.4,Summer,30.529284594990322,69.74965985174016,43.88249681910692,banana
Kancheepuram,198.79641258392496,66.87638745466921,192.32692442605762,7.4,Kharif,28.72138526409141,72.42548120315358,527.081590107367,rice
Kancheepuram,183.91176743159727,64.87899420738025,193.68193059967433,7.4,Kharif,28.431042096296398,70.86125963124766,543.5801406190815,rice
Kancheepuram,193.8253225632154,68.8378961757407,193.245705789913,7.4,Kharif,29.44217793435244,76.62025683955014,563.0408405079946,rice
Kancheepuram,182.06847409157905,61.11872331295105,196.5288107555037,7.4,Kharif,29.090174323574466,69.10228881743015,558.6906297802175,rice
Kancheepuram,185.61953082929594,68.59916492032171,194.21692391890957,7.4,Kharif,30.043075510041927,71.29254319803395,524.542699119494,rice
Kancheepuram,177.10428736536588,59.86981459725503,187.86562940354298,7.4,Kharif,27.75580278163964,69.78054243676833,537.1303436889937,rice
Kancheepuram,185.8809963416285,72.92830466239049,197.46831665866233,7.4,Kharif,28.399775704032105,73.1526979477424,528.2526417672592,rice
Kancheepuram,188.06401695465334,64.1673778836073,195.48617578751825,7.4,Kharif,30.064665339917497,73.05901694938107,543.701126733733,rice
Kancheepuram,186.22098418512005,63.60786183957539,188.59812754941993,7.4,Kharif,28.776535078065095,71.5988910427743,547.4725083149159,rice
Kancheepuram,186.01626618372325,64.8807670256809,197.5904464018032,7.4,Kharif,28.943545179235134,68.31709198737892,544.5976946601196,rice
Kancheepuram,194.87625447062337,65.10603570433994,196.04004693977862,7.4,Kharif,31.42652097446274,69.19954415358761,549.1086631030762,rice
Kancheepuram,183.7805041098904,64.29384525553426,197.13702382836112,7.4,Kharif,30.53995367223763,71.79850816378311,559.026910534576,rice
Kancheepuram,187.49355617760835,67.08393972243091,194.67513002054906,7.4,Kharif,29.877253420398844,77.91322342816036,553.4368181852866,rice
Kancheepuram,196.16186484762687,63.597889877893294,197.26508642510706,7.4,Kharif,29.654399721342394,67.17579056364826,528.8718074248959,rice
Kancheepuram,193.93804464776838,66.80325566655183,192.2212519242879,7.4,Kharif,27.749616544587752,72.41131585472066,539.9372795556366,rice
Kancheepuram,174.34731607602905,66.52512759921048,192.0961862050243,7.4,Rabi,23.58196479311248,78.80561403717515,615.3929732707759,rice
Kancheepuram,186.384798383748,61.69114389133826,194.6273502445096,7.4,Rabi,26.137869032041394,83.37658422775617,631.8023297986512,rice
Kancheepuram,183.10617181333348,66.38476315602922,189.8959769849871,7.4,Rabi,26.419055816985654,86.12456882884283,663.9984118542836,rice
Kancheepuram,182.6554247778311,69.194986013608,188.18489299048997,7.4,Rabi,24.82490450537598,82.8952132148137,653.3102703863817,rice
Kancheepuram,192.82659950246745,69.25738606828926,192.86263083604067,7.4,Rabi,24.750865294037027,78.37598519678035,657.7354577673008,rice
Kancheepuram,185.55748673741863,66.4535523376242,195.21219709773055,7.4,Rabi,26.61166521601003,81.55749322462299,614.1793457033853,rice
Kancheepuram,189.25475805160846,66.37565445025955,192.57710597420453,7.4,Rabi,24.536515437165047,85.65249906665893,613.0596715932156,rice
Kancheepuram,187.46707198824245,64.97227771060491,199.89491136265318,7.4,Rabi,25.411752800735506,79.73400287585523,636.899597466626,rice
Kancheepuram,191.56327509205656,64.4855376746147,197.631363740126,7.4,Rabi,23.35596345337773,79.45598010148456,652.8934130656562,rice
Kancheepuram,187.72311971251574,70.77321006282911,197.44740889857994,7.4,Rabi,23.369526207927244,82.10143549577559,620.8503960350863,rice
Kancheepuram,192.22823888838457,64.8951821574987,192.68276256463787,7.4,Rabi,25.81401877332193,83.14552872999599,647.4622019168968,rice
Kancheepuram,195.31934010999257,67.92123229726792,194.69941987441533,7.4,Rabi,23.46653704345412,85.24368901109688,641.1698621945346,rice
Kancheepuram,188.33874931031707,61.594651387760656,196.35901932834437,7.4,Rabi,24.594967978873125,83.20989050082295,642.5940499617789,rice
Kancheepuram,180.8243752186106,63.832643530754645,197.80299490164452,7.4,Rabi,25.900105523470582,75.85083669211404,643.1213954462241,rice
Kancheepuram,185.68933534975918,67.96888783679483,192.21977867673857,7.4,Rabi,26.078352844908856,83.88019898679417,660.8166469439512,rice
Kancheepuram,179.61007228525068,63.703243566568354,197.49683202987939,7.4,Summer,29.44726791517618,69.72752402007785,138.51271469221433,banana
Kancheepuram,182.677983157127,65.20689468483357,193.3059942423087,7.4,Summer,28.653170506067294,67.02184626283142,128.68895722412373,banana
Kancheepuram,189.00002345076712,65.51018098004688,191.47945508192691,7.4,Summer,28.71756550177153,65.47802646429524,122.6229658756761,banana
Kancheepuram,179.95348420097005,66.95012695484365,193.2213614880991,7.4,Summer,30.293142332285427,66.52664677233494,157.52842376925176,banana
Kancheepuram,182.70679581914584,62.8421964113368,194.49861121462155,7.4,Summer,31.399654303634836,74.64106609984282,131.02294578750235,banana
Kancheepuram,182.25078206316942,73.26205940542594,190.16794728371454,7.4,Summer,28.777150682644727,68.12600891754198,153.51232880533382,banana
Kancheepuram,189.56084633205847,68.47937299183624,193.53271145180918,7.4,Summer,28.581174350952097,69.61593098071367,147.9619972240253,banana
Kancheepuram,184.75807588686024,62.42494213677781,190.04224068021733,7.4,Summer,30.529004037220915,69.81373422339385,128.20917553932554,banana
Kancheepuram,177.0457589781153,64.96931409235233,191.07314389300976,7.4,Summer,28.634560801536352,67.4280382232689,120.08735849851055,banana
Kancheepuram,188.0807060809485,66.26217987046506,195.04179297997618,7.4,Summer,31.331082328092183,68.5955393655948,149.33473892537356,banana
Kancheepuram,194.0599110096895,61.059753064914005,195.45193162753907,7.4,Summer,28.296567730549814,68.51491764856684,159.70876243846368,banana
Kancheepuram,181.7372274200063,71.93013084771563,192.8015715598976,7.4,Summer,29.894141419462905,70.35507203652672,128.41476910372663,banana
Kancheepuram,190.48992901062377,68.74769151744711,192.51546807937038,7.4,Summer,28.58171328799726,64.0972379146095,149.9743177853654,banana
Kancheepuram,195.90340018751223,62.08806574975427,195.26894444162312,7.4,Summer,28.68553123394008,65.66562755151344,147.83719238955882,banana
Kancheepuram,179.89605681451937,67.70375204941584,197.28303797687244,7.4,Summer,29.074235182409232,65.52291933943464,150.50587294013616,banana
Kancheepuram,186.87926412512317,65.90350622609559,188.98235954478838,7.4,Kharif,30.707939654777356,73.16143796584345,491.446786357671,rice
Kancheepuram,180.47005042726272,67.07139346204143,196.36734893122917,7.4,Kharif,28.156166807883086,64.23401429087083,497.5201241978799,rice
Kancheepuram,179.86578804707113,70.52836529282746,193.7659470120698,7.4,Kharif,29.114492835729123,69.57701768601409,499.728705840776,rice
Kancheepuram,185.87427247335077,64.19781441668447,193.42196066540703,7.4,Kharif,31.212316161251863,71.67505130491513,479.09522827750385,rice
Kancheepuram,183.48089308960016,66.20726189973412,188.63888712785914,7.4,Kharif,30.32074744616583,68.5179287685731,504.3244012166272,rice
Kancheepuram,192.97507604268552,68.5290865095557,194.9821220469567,7.4,Kharif,29.723081699353894,69.51847303071025,492.08241652578096,rice
Kancheepuram,181.6003721179622,67.05785806900666,193.60488540856062,7.4,Kharif,30.537200348573453,68.72310137030651,492.1584200862441,rice
Kancheepuram,182.43009378595175,72.79317355540212,187.8490087806947,7.4,Kharif,27.69356604575302,69.9213489127336,506.2393748337518,rice
Kancheepuram,188.20635877293768,69.35746846251925,184.6568995230898,7.4,Kharif,31.28564269557467,66.42600096588613,505.09850841394956,rice
Kancheepuram,180.20046785523485,67.3231799538956,195.94103355811993,7.4,Kharif,29.1902362722893,70.93883592648132,478.91135299154166,rice
Kancheepuram,193.57290775420765,63.638669174894204,196.8490160588641,7.4,Kharif,29.167667394466438,67.38346491718436,480.2622607602917,rice
Kancheepuram,183.7003831177495,66.27068717782471,195.92430548215603,7.4,Kharif,31.002269724220664,68.57238445863975,505.5877600186078,rice
Kancheepuram,194.09061866295835,64.36969016520435,193.66398514895255,7.4,Kharif,28.715999392540038,63.658563257198,484.7114956016496,rice
Kancheepuram,189.19837111774694,68.29258395429466,186.9408664874904,7.4,Kharif,28.102494693172623,64.55363333566399,509.1227767999306,rice
Kancheepuram,190.1350414138217,67.52314885022982,197.02855799677076,7.4,Kharif,30.866624888714206,67.02308178851848,468.2536738321279,rice
Kancheepuram,185.83830178931728,64.44370604689166,191.42898826378928,7.4,Rabi,22.479226703603793,78.70064006985838,649.5700281708796,rice
Kancheepuram,188.9989691664186,70.12904541633382,194.40456514959283,7.4,Rabi,26.613138092503654,77.66919200671042,670.4921233231026,rice
Kancheepuram,196.38686721610773,67.2906649377188,198.51582035538453,7.4,Rabi,25.88902972850141,75.59662096349986,664.6118393967522,rice
Kancheepuram,190.86423868744816,65.31492110446015,192.82778920435385,7.4,Rabi,25.744968969695723,76.52986896706203,655.8293710878638,rice
Kancheepuram,190.29684011879033,68.07890978414267,197.42368956120745,7.4,Rabi,24.66735192623578,73.24391473228549,673.3434650116751,rice
Kancheepuram,183.67250541989694,64.59142604563287,193.77364892373546,7.4,Rabi,25.71584025595655,78.80375187324739,664.8050102867443,rice
Kancheepuram,183.9993139323932,68.35441252258802,191.86436500165524,7.4,Rabi,25.406037003378728,72.81183900674097,710.2579927727058,rice
Kancheepuram,184.5615712967633,71.87774293705372,192.62754612692845,7.4,Rabi,24.983315562252958,77.90475287649461,706.0792327460717,rice
Kancheepuram,186.82708909822526,64.92238730424586,195.47929247782105,7.4,Rabi,25.039557998113878,78.63964561437382,684.7640303023167,rice
Kancheepuram,193.380895643991,68.25268489650257,189.5431674805935,7.4,Rabi,26.393499628610343,71.74222038120593,699.4133817461724,rice
Kancheepuram,184.28756074672393,65.79013758107732,191.0132005788847,7.4,Rabi,27.574448884434254,78.21864439321033,707.9824552559561,rice
Kancheepuram,185.972006479737,67.2780322075891,194.1470594660218,7.4,Rabi,24.55613266522209,72.40340725369919,679.0062167851814,rice
Kancheepuram,196.73542397328347,70.1646032247815,187.2714678825802,7.4,Rabi,25.145026770510473,81.61813558410498,665.6137873451152,rice
Kancheepuram,182.50494945105362,65.59413286456163,197.01669896975383,7.4,Rabi,24.51159113122127,76.89094782314868,696.7730614565801,rice
Kancheepuram,187.5757876560011,60.71910383639454,190.5371482449132,7.4,Rabi,23.197802889608184,74.22033542880183,698.480663873963,rice
Kancheepuram,191.712135668723,59.967989471676425,191.20082065941273,7.4,Summer,29.123059527642905,63.253974186167014,182.07807637818073,banana
Kancheepuram,187.24594806728695,66.30216463565812,194.4049390679418,7.4,Summer,28.71906677032741,70.89757406424351,183.96677169257947,banana
Kancheepuram,184.7316965936928,64.5710453733409,192.16024544644276,7.4,Summer,28.5504102301759,65.62298058089544,205.20338244661332,banana
Kancheepuram,192.04319435750352,68.04185087264469,185.5291175790634,7.4,Summer,29.76426833715909,70.29126791376062,158.1314862765377,banana
Kancheepuram,187.41862826091273,69.19695626480224,189.27722009783182,7.4,Summer,30.706940820975493,67.20073753178336,173.1398932600073,banana
Kancheepuram,184.73076371973798,65.86662537325185,190.20501418543185,7.4,Summer,29.356536613572125,70.30510637167936,181.01373648853257,banana
Kancheepuram,194.8678600558324,70.5781360010537,194.2900278545986,7.4,Summer,27.610417095597647,66.70994790424588,177.1627684776479,banana
Kancheepuram,179.27097148144583,63.6990504100114,192.81033151215695,7.4,Summer,29.52326644620179,64.34963277934851,158.73942060062504,banana
Kancheepuram,189.3763732473322,69.62936738908256,195.3533785732124,7.4,Summer,30.09486272296974,68.00286882758701,168.8387574900417,banana
Kancheepuram,182.70440316407664,66.87945922775832,198.21351029896306,7.4,Summer,29.440601145559242,71.19061258198599,175.4221024655871,banana
Kancheepuram,191.15279830961185,64.35278222378518,187.70316639952912,7.4,Summer,30.381566513043197,70.0603679670536,190.42922278914358,banana
Kancheepuram,187.39563305451753,64.77510727745228,202.84955557959015,7.4,Summer,29.22000329729253,71.02027383516013,199.79012888983743,banana
Kancheepuram,199.0622271726367,63.67383306856053,192.85767395372127,7.4,Summer,29.954876134689787,66.63711713548606,155.27574915956447,banana
Kancheepuram,189.83009842614746,64.0745829262016,193.05163540530953,7.4,Summer,29.842386747262765,68.35797600864728,150.44715744027627,banana
Kancheepuram,188.4502478057773,65.16545553038478,196.25483549870512,7.4,Summer,29.03535924233825,68.13039176885337,183.12586419541722,banana
Kancheepuram,190.6789407183329,67.7407087081486,194.08558824543192,7.4,Kharif,30.518557670815326,67.42077932228565,505.77561179580044,rice
Kancheepuram,195.30228297604728,65.90949484851141,193.7723444043713,7.4,Kharif,30.2537249273654,69.29482452148066,528.4123028430637,rice
Kancheepuram,184.24656706410667,71.10073595246438,192.99965970995518,7.4,Kharif,29.74172826707271,63.506897662151154,520.0137507823752,rice
Kancheepuram,189.40237301482327,69.98170291571147,191.21887219679238,7.4,Kharif,29.92364642035274,75.38254218044605,504.1765603884325,rice
Kancheepuram,190.82160941274304,73.77313606885468,193.74792700088238,7.4,Kharif,29.102217717849722,72.56403900343625,548.2412143349743,rice
Kancheepuram,194.79109442394898,62.8845979113226,195.18483105268567,7.4,Kharif,30.25494428690319,69.7282880233138,514.2878749465585,rice
Kancheepuram,196.68803511024356,62.28145242180048,192.98207242483335,7.4,Kharif,29.22438375850567,68.53859956687518,556.7820194088596,rice
Kancheepuram,195.93919865549103,64.15823635972937,193.7235601127165,7.4,Kharif,28.030660530621383,66.86791966567624,535.3577755013193,rice
Kancheepuram,190.5139742475258,66.89002406429982,194.9540014737534,7.4,Kharif,28.35125454656175,66.02140705796597,538.8993651737134,rice
Kancheepuram,182.94831503082847,65.60708637950263,194.7900464137275,7.4,Kharif,29.179485355268373,71.80695191836237,524.189092089306,rice
Kancheepuram,193.79239285164743,63.14619052767003,199.93893770415872,7.4,Kharif,29.932721438732113,71.19202522696014,524.9521095985698,rice
Kancheepuram,183.6105519909103,66.53280726246388,197.5232221284472,7.4,Kharif,29.736982512353574,69.50079054723795,522.8469435251401,rice
Kancheepuram,192.95168709077802,67.64999166040973,195.16689943684563,7.4,Kharif,31.025329893958645,69.63670040199408,528.8175240751278,rice
Kancheepuram,181.50750853718333,60.33046321672996,194.7976153564797,7.4,Kharif,30.04543191666153,67.50319131545224,510.3861247978048,rice
Kancheepuram,181.9356211683633,63.423277973334,200.66812689841151,7.4,Kharif,28.73894779232297,68.52109887032424,510.35659144748803,rice
Kancheepuram,183.34993218847757,70.27865683781927,198.5777140646376,7.4,Rabi,26.848256075267702,77.42036049946961,777.4956355731836,rice
Kancheepuram,186.80599916214416,68.20634233388465,189.23442521353314,7.4,Rabi,28.176936230356088,81.68590506355874,760.8303356668305,rice
Kancheepuram,187.62025959275073,69.72335538386822,197.58926061005735,7.4,Rabi,24.67035746526435,76.61293220148468,768.6481118408221,rice
Kancheepuram,197.2432179472462,64.79796671040756,192.87593570412182,7.4,Rabi,26.035550207944546,79.79705268305891,770.9742807521386,rice
Kancheepuram,188.77210088718525,67.9339055710432,193.87331686199283,7.4,Rabi,25.663994080367363,73.29979976384428,761.6446585175917,rice
Kancheepuram,180.9999360353674,64.79134056632326,201.46602131789896,7.4,Rabi,25.95003339020649,78.94452021679388,790.5722429992267,rice
Kancheepuram,188.5581277326706,68.10065095770103,191.49823279031364,7.4,Rabi,25.433542324020816,79.8259871272602,780.5117439577633,rice
Kancheepuram,197.81751045625106,68.94598559801891,194.21682468871458,7.4,Rabi,25.926195301708034,82.23963613357415,772.332515708338,rice
Kancheepuram,179.0818148764989,71.8091019706586,193.69326404753633,7.4,Rabi,27.708268819858368,76.43631350479552,755.2686835244056,rice
Kancheepuram,191.60882892536344,69.26054270796675,191.37635423208738,7.4,Rabi,24.67813811506253,81.47718719053097,769.8376278275091,rice
