District,N,P,K,pH,Season,Temperature,Humidity,Rainfall,crop
Namakkal,200.0,20.7,421.5,7.3,Summer,30.0,57.6,204.0,apple
Namakkal,200.0,20.7,421.5,7.3,Kharif,28.7,70.0,472.0,jute
Namakkal,200.0,20.7,421.5,7.3,Rabi,26.5,73.9,852.0,rice
Namakkal,200.0,20.7,421.5,7.3,Summer,31.7,54.6,257.0,apple
Namakkal,200.0,20.7,421.5,7.3,Kharif,28.8,66.8,283.0,jute
Namakkal,200.0,20.7,421.5,7.3,Rabi,25.9,71.5,451.0,jute
Namakkal,200.0,20.7,421.5,7.3,Summer,30.4,58.5,186.0,apple
Dharmapuri,187.5,17.3,278.0,7.9,Kharif,26.2,73.7,483.0,jute
Dharmapuri,187.5,17.3,278.0,7.9,Rabi,24.0,73.9,416.0,jute
Dharmapuri,187.5,17.3,278.0,7.9,Summer,29.1,55.6,94.0,watermelon
Dharmapuri,187.5,17.3,278.0,7.9,Kharif,26.7,69.0,431.0,jute
Dharmapuri,187.5,17.3,278.0,7.9,Rabi,23.1,80.5,793.0,rice
Dharmapuri,187.5,17.3,278.0,7.9,Summer,28.2,56.5,89.0,watermelon
Dharmapuri,187.5,17.3,278.0,7.9,Kharif,25.8,74.0,494.0,jute
Dharmapuri,187.5,17.3,278.0,7.9,Rabi,23.1,77.2,428.0,jute
Dharmapuri,187.5,17.3,278.0,7.9,Summer,27.5,61.1,201.0,coffee
Dharmapuri,187.5,17.3,278.0,7.9,Kharif,27.3,67.3,380.0,jute
Dharmapuri,187.5,17.3,278.0,7.9,Rabi,23.7,73.4,267.0,jute
Dharmapuri,187.5,17.3,278.0,7.9,Summer,27.5,60.5,211.0,coffee
Dharmapuri,187.5,17.3,278.0,7.9,Kharif,26.8,70.3,428.0,jute
Dharmapuri,187.5,17.3,278.0,7.9,Rabi,24.4,75.1,595.0,rice
Dharmapuri,187.5,17.3,278.0,7.9,Summer,29.4,55.9,200.0,coffee
Dharmapuri,187.5,17.3,278.0,7.9,Kharif,26.8,67.2,375.0,jute
Dharmapuri,187.5,17.3,278.0,7.9,Rabi,23.6,73.3,298.0,jute
Dharmapuri,187.5,17.3,278.0,7.9,Summer,27.6,62.1,194.0,coffee
Krishnagiri,149.8,22.0,215.3,7.2,Kharif,26.1,72.7,565.0,rice
Krishnagiri,149.8,22.0,215.3,7.2,Rabi,23.9,71.9,388.0,rice
Krishnagiri,149.8,22.0,215.3,7.2,Summer,28.5,57.8,88.0,watermelon
Krishnagiri,149.8,22.0,215.3,7.2,Kharif,26.5,68.1,398.0,rice
Krishnagiri,149.8,22.0,215.3,7.2,Rabi,22.9,78.7,762.0,rice
Krishnagiri,149.8,22.0,215.3,7.2,Summer,27.9,56.8,116.0,coffee
Krishnagiri,149.8,22.0,215.3,7.2,Kharif,25.6,73.4,594.0,rice
Krishnagiri,149.8,22.0,215.3,7.2,Rabi,22.9,75.7,475.0,rice
Krishnagiri,149.8,22.0,215.3,7.2,Summer,27.0,62.0,230.0,jute
Krishnagiri,149.8,22.0,215.3,7.2,Kharif,27.1,66.9,465.0,rice
Krishnagiri,149.8,22.0,215.3,7.2,Rabi,23.6,70.2,258.0,jute
Krishnagiri,149.8,22.0,215.3,7.2,Summer,27.5,58.7,216.0,coffee
Krishnagiri,149.8,22.0,215.3,7.2,Kharif,26.6,69.6,471.0,rice
Krishnagiri,149.8,22.0,215.3,7.2,Rabi,24.1,73.6,512.0,rice
Krishnagiri,149.8,22.0,215.3,7.2,Summer,29.2,55.9,184.0,coffee
Krishnagiri,149.8,22.0,215.3,7.2,Kharif,26.5,67.5,374.0,jute
Krishnagiri,149.8,22.0,215.3,7.2,Rabi,23.3,71.2,354.0,jute
Krishnagiri,149.8,22.0,215.3,7.2,Summer,27.0,63.9,147.0,coffee
Coimbatore,201.0,27.3,263.0,7.6,Kharif,25.0,85.0,622.0,rice
Coimbatore,201.0,27.3,263.0,7.6,Rabi,24.8,72.3,502.0,rice
Coimbatore,201.0,27.3,263.0,7.6,Summer,29.1,62.8,66.0,watermelon
Coimbatore,201.0,27.3,263.0,7.6,Kharif,24.8,84.8,599.0,rice
Coimbatore,201.0,27.3,263.0,7.6,Rabi,24.1,77.6,846.0,rice
Coimbatore,201.0,27.3,263.0,7.6,Summer,27.9,64.4,235.0,coffee
Coimbatore,201.0,27.3,263.0,7.6,Kharif,24.8,83.3,565.0,rice
Coimbatore,201.0,27.3,263.0,7.6,Rabi,24.6,72.1,524.0,rice
Coimbatore,201.0,27.3,263.0,7.6,Summer,27.5,67.7,233.0,coffee
Coimbatore,201.0,27.3,263.0,7.6,Kharif,25.9,79.2,511.0,jute
Coimbatore,201.0,27.3,263.0,7.6,Rabi,25.1,68.2,502.0,rice
Coimbatore,201.0,27.3,263.0,7.6,Summer,28.4,61.0,142.0,coffee
Coimbatore,201.0,27.3,263.0,7.6,Kharif,25.2,83.1,516.0,rice
Coimbatore,201.0,27.3,263.0,7.6,Rabi,25.4,72.4,524.0,rice
Coimbatore,201.0,27.3,263.0,7.6,Summer,29.7,59.0,259.0,coffee
Coimbatore,201.0,27.3,263.0,7.6,Kharif,24.7,84.4,475.0,jute
Coimbatore,201.0,27.3,263.0,7.6,Rabi,25.1,68.7,403.0,jute
Coimbatore,201.0,27.3,263.0,7.6,Summer,27.9,66.8,266.0,jute
Tiruppur,206.5,16.4,305.0,8.3,Kharif,26.5,77.3,386.0,jute
Tiruppur,206.5,16.4,305.0,8.3,Rabi,26.2,67.6,415.0,jute
Tiruppur,206.5,16.4,305.0,8.3,Summer,30.7,56.0,62.0,watermelon
Tiruppur,206.5,16.4,305.0,8.3,Kharif,26.4,77.0,334.0,jute
Tiruppur,206.5,16.4,305.0,8.3,Rabi,25.1,75.1,827.0,rice
Tiruppur,206.5,16.4,305.0,8.3,Summer,29.4,59.1,152.0,coffee
Tiruppur,206.5,16.4,305.0,8.3,Kharif,26.2,76.7,460.0,jute
Tiruppur,206.5,16.4,305.0,8.3,Rabi,25.6,69.8,495.0,jute
Tiruppur,206.5,16.4,305.0,8.3,Summer,29.0,62.3,177.0,coffee
Tiruppur,206.5,16.4,305.0,8.3,Kharif,27.5,72.6,246.0,jute
Tiruppur,206.5,16.4,305.0,8.3,Rabi,26.2,66.5,513.0,jute
Tiruppur,206.5,16.4,305.0,8.3,Summer,29.5,58.4,213.0,coffee
Tiruppur,206.5,16.4,305.0,8.3,Kharif,26.6,77.0,382.0,jute
Tiruppur,206.5,16.4,305.0,8.3,Rabi,26.4,70.9,585.0,rice
Tiruppur,206.5,16.4,305.0,8.3,Summer,31.0,55.3,210.0,coffee
Tiruppur,206.5,16.4,305.0,8.3,Kharif,26.3,77.0,196.0,jute
Tiruppur,206.5,16.4,305.0,8.3,Rabi,26.0,67.7,337.0,jute
Tiruppur,206.5,16.4,305.0,8.3,Summer,29.5,61.6,181.0,coffee
Erode,159.4,19.0,273.9,7.8,Kharif,27.9,72.2,540.0,rice
Erode,159.4,19.0,273.9,7.8,Rabi,26.8,65.9,474.0,rice
Erode,159.4,19.0,273.9,7.8,Summer,31.5,52.3,91.0,watermelon
Erode,159.4,19.0,273.9,7.8,Kharif,28.1,70.0,416.0,jute
Erode,159.4,19.0,273.9,7.8,Rabi,25.5,75.0,851.0,rice
Erode,159.4,19.0,273.9,7.8,Summer,30.3,55.6,129.0,coffee
Erode,159.4,19.0,273.9,7.8,Kharif,27.6,72.1,592.0,rice
Erode,159.4,19.0,273.9,7.8,Rabi,25.8,70.3,519.0,rice
Erode,159.4,19.0,273.9,7.8,Summer,30.0,57.4,217.0,coffee
Erode,159.4,19.0,273.9,7.8,Kharif,28.9,67.4,471.0,rice
Erode,159.4,19.0,273.9,7.8,Rabi,26.5,66.4,430.0,rice
Erode,159.4,19.0,273.9,7.8,Summer,29.9,57.0,213.0,coffee
Erode,159.4,19.0,273.9,7.8,Kharif,28.1,71.2,496.0,rice
Erode,159.4,19.0,273.9,7.8,Rabi,26.7,71.1,636.0,rice
Erode,159.4,19.0,273.9,7.8,Summer,31.5,53.8,268.0,jute
Erode,159.4,19.0,273.9,7.8,Kharif,28.1,69.2,290.0,jute
Erode,159.4,19.0,273.9,7.8,Rabi,26.3,67.6,404.0,jute
Erode,159.4,19.0,273.9,7.8,Summer,30.2,58.8,248.0,jute
Trichy,153.2,18.6,368.3,8.1,Kharif,30.3,61.8,261.0,jute
Trichy,153.2,18.6,368.3,8.1,Rabi,26.7,72.0,639.0,rice
Trichy,153.2,18.6,368.3,8.1,Summer,31.3,58.6,60.0,grapes
Trichy,153.2,18.6,368.3,8.1,Kharif,30.5,59.2,276.0,jute
Trichy,153.2,18.6,368.3,8.1,Rabi,25.4,80.5,994.0,rice
Trichy,153.2,18.6,368.3,8.1,Summer,30.2,61.6,106.0,grapes
Trichy,153.2,18.6,368.3,8.1,Kharif,29.4,65.0,457.0,rice
Trichy,153.2,18.6,368.3,8.1,Rabi,25.8,76.0,468.0,rice
Trichy,153.2,18.6,368.3,8.1,Summer,29.9,62.9,168.0,apple
Trichy,153.2,18.6,368.3,8.1,Kharif,30.9,59.3,370.0,jute
Trichy,153.2,18.6,368.3,8.1,Rabi,26.1,75.0,636.0,rice
Trichy,153.2,18.6,368.3,8.1,Summer,29.9,64.3,236.0,jute
Trichy,153.2,18.6,368.3,8.1,Kharif,30.2,63.1,483.0,rice
Trichy,153.2,18.6,368.3,8.1,Rabi,26.6,77.5,892.0,rice
Trichy,153.2,18.6,368.3,8.1,Summer,31.1,62.8,355.0,jute
Trichy,153.2,18.6,368.3,8.1,Kharif,30.6,57.3,243.0,jute
Trichy,153.2,18.6,368.3,8.1,Rabi,26.1,75.8,586.0,rice
Trichy,153.2,18.6,368.3,8.1,Summer,30.1,65.1,227.0,apple
Perambalur,143.6,25.3,302.6,8.1,Kharif,29.8,64.5,363.0,jute
Perambalur,143.6,25.3,302.6,8.1,Rabi,26.1,74.5,698.0,rice
Perambalur,143.6,25.3,302.6,8.1,Summer,31.1,58.6,62.0,grapes
Perambalur,143.6,25.3,302.6,8.1,Kharif,30.1,61.6,365.0,jute
Perambalur,143.6,25.3,302.6,8.1,Rabi,25.2,80.3,1078.0,rice
Perambalur,143.6,25.3,302.6,8.1,Summer,30.5,58.9,100.0,grapes
Perambalur,143.6,25.3,302.6,8.1,Kharif,29.0,67.2,447.0,rice
Perambalur,143.6,25.3,302.6,8.1,Rabi,25.4,76.6,638.0,rice
Perambalur,143.6,25.3,302.6,8.1,Summer,30.0,61.2,193.0,jute
Perambalur,143.6,25.3,302.6,8.1,Kharif,30.4,62.0,382.0,jute
Perambalur,143.6,25.3,302.6,8.1,Rabi,26.0,73.7,565.0,rice
Perambalur,143.6,25.3,302.6,8.1,Summer,29.8,63.4,275.0,jute
Perambalur,143.6,25.3,302.6,8.1,Kharif,30.0,64.0,412.0,rice
Perambalur,143.6,25.3,302.6,8.1,Rabi,26.2,78.0,970.0,rice
Perambalur,143.6,25.3,302.6,8.1,Summer,31.1,62.0,339.0,jute
Perambalur,143.6,25.3,302.6,8.1,Kharif,30.0,62.1,296.0,jute
Perambalur,143.6,25.3,302.6,8.1,Rabi,25.6,76.3,640.0,rice
Perambalur,143.6,25.3,302.6,8.1,Summer,30.1,63.4,181.0,jute
Ariyalur,139.0,20.5,272.0,7.9,Kharif,29.8,64.4,431.0,rice
Ariyalur,139.0,20.5,272.0,7.9,Rabi,26.0,75.2,636.0,rice
Ariyalur,139.0,20.5,272.0,7.9,Summer,30.7,61.3,64.0,watermelon
Ariyalur,139.0,20.5,272.0,7.9,Kharif,30.1,61.5,336.0,jute
Ariyalur,139.0,20.5,272.0,7.9,Rabi,25.2,80.6,1069.0,rice
Ariyalur,139.0,20.5,272.0,7.9,Summer,30.2,61.7,123.0,watermelon
Ariyalur,139.0,20.5,272.0,7.9,Kharif,29.1,66.9,498.0,rice
Ariyalur,139.0,20.5,272.0,7.9,Rabi,25.3,77.9,649.0,rice
Ariyalur,139.0,20.5,272.0,7.9,Summer,29.8,63.6,234.0,jute
Ariyalur,139.0,20.5,272.0,7.9,Kharif,30.2,62.9,354.0,jute
Ariyalur,139.0,20.5,272.0,7.9,Rabi,25.6,77.0,689.0,rice
Ariyalur,139.0,20.5,272.0,7.9,Summer,29.5,66.1,213.0,jute
Ariyalur,139.0,20.5,272.0,7.9,Kharif,29.9,64.5,396.0,jute
Ariyalur,139.0,20.5,272.0,7.9,Rabi,26.1,79.4,990.0,rice
Ariyalur,139.0,20.5,272.0,7.9,Summer,30.5,66.0,353.0,jute
Ariyalur,139.0,20.5,272.0,7.9,Kharif,29.9,62.0,310.0,jute
Ariyalur,139.0,20.5,272.0,7.9,Rabi,25.4,78.5,728.0,rice
Ariyalur,139.0,20.5,272.0,7.9,Summer,29.8,66.0,174.0,jute
Karur,129.5,30.0,371.5,7.6,Kharif,28.8,66.6,452.0,rice
Karur,129.5,30.0,371.5,7.6,Rabi,26.9,67.1,435.0,rice
Karur,129.5,30.0,371.5,7.6,Summer,31.5,53.8,66.0,grapes
Karur,129.5,30.0,371.5,7.6,Kharif,28.9,65.0,325.0,jute
Karur,129.5,30.0,371.5,7.6,Rabi,25.4,76.4,758.0,rice
Karur,129.5,30.0,371.5,7.6,Summer,30.4,56.6,98.0,grapes
Karur,129.5,30.0,371.5,7.6,Kharif,28.4,67.2,426.0,rice
Karur,129.5,30.0,371.5,7.6,Rabi,26.1,70.8,512.0,rice
Karur,129.5,30.0,371.5,7.6,Summer,30.2,57.8,180.0,apple
Karur,129.5,30.0,371.5,7.6,Kharif,29.8,62.2,331.0,jute
Karur,129.5,30.0,371.5,7.6,Rabi,26.6,67.6,384.0,rice
Karur,129.5,30.0,371.5,7.6,Summer,30.0,59.0,268.0,apple
Karur,129.5,30.0,371.5,7.6,Kharif,29.0,66.5,419.0,rice
Karur,129.5,30.0,371.5,7.6,Rabi,26.8,72.8,654.0,rice
Karur,129.5,30.0,371.5,7.6,Summer,31.6,55.2,292.0,apple
Karur,129.5,30.0,371.5,7.6,Kharif,28.8,64.2,194.0,apple
Karur,129.5,30.0,371.5,7.6,Rabi,26.0,72.0,383.0,rice
Karur,129.5,30.0,371.5,7.6,Summer,30.4,59.0,178.0,apple
Pudukkottai,157.8,20.9,199.2,7.2,Kharif,30.1,63.0,336.0,jute
Pudukkottai,157.8,20.9,199.2,7.2,Rabi,26.5,73.2,858.0,rice
Pudukkottai,157.8,20.9,199.2,7.2,Summer,30.4,63.9,70.0,watermelon
Pudukkottai,157.8,20.9,199.2,7.2,Kharif,30.1,61.8,392.0,jute
Pudukkottai,157.8,20.9,199.2,7.2,Rabi,25.3,80.3,1048.0,rice
Pudukkottai,157.8,20.9,199.2,7.2,Summer,29.7,65.6,146.0,coffee
Pudukkottai,157.8,20.9,199.2,7.2,Kharif,29.1,67.4,527.0,rice
Pudukkottai,157.8,20.9,199.2,7.2,Rabi,25.7,76.4,503.0,rice
Pudukkottai,157.8,20.9,199.2,7.2,Summer,29.4,66.7,134.0,coffee
Pudukkottai,157.8,20.9,199.2,7.2,Kharif,30.3,63.1,449.0,rice
Pudukkottai,157.8,20.9,199.2,7.2,Rabi,25.8,77.0,737.0,rice
Pudukkottai,157.8,20.9,199.2,7.2,Summer,29.7,66.4,175.0,coffee
Pudukkottai,157.8,20.9,199.2,7.2,Kharif,29.7,66.7,482.0,rice
Pudukkottai,157.8,20.9,199.2,7.2,Rabi,26.4,78.9,924.0,rice
Pudukkottai,157.8,20.9,199.2,7.2,Summer,30.2,68.0,286.0,jute
Pudukkottai,157.8,20.9,199.2,7.2,Kharif,30.2,60.3,402.0,jute
Pudukkottai,157.8,20.9,199.2,7.2,Rabi,25.8,77.8,675.0,rice
Pudukkottai,157.8,20.9,199.2,7.2,Summer,29.4,70.0,193.0,coffee
Thanjavur,146.0,55.8,229.2,7.4,Kharif,30.0,64.6,346.0,jute
Thanjavur,146.0,55.8,229.2,7.4,Rabi,26.2,75.4,733.0,rice
Thanjavur,146.0,55.8,229.2,7.4,Summer,30.6,63.4,65.0,grapes
Thanjavur,146.0,55.8,229.2,7.4,Kharif,30.2,61.8,327.0,jute
Thanjavur,146.0,55.8,229.2,7.4,Rabi,25.2,82.2,1085.0,rice
Thanjavur,146.0,55.8,229.2,7.4,Summer,29.7,66.2,104.0,grapes
Thanjavur,146.0,55.8,229.2,7.4,Kharif,29.1,68.2,487.0,rice
Thanjavur,146.0,55.8,229.2,7.4,Rabi,25.3,79.5,678.0,rice
Thanjavur,146.0,55.8,229.2,7.4,Summer,29.2,68.8,181.0,jute
Thanjavur,146.0,55.8,229.2,7.4,Kharif,30.4,63.2,415.0,rice
Thanjavur,146.0,55.8,229.2,7.4,Rabi,25.5,79.3,777.0,rice
Thanjavur,146.0,55.8,229.2,7.4,Summer,29.4,69.5,199.0,jute
Thanjavur,146.0,55.8,229.2,7.4,Kharif,29.9,65.9,456.0,rice
Thanjavur,146.0,55.8,229.2,7.4,Rabi,26.2,80.8,1314.0,rice
Thanjavur,146.0,55.8,229.2,7.4,Summer,30.2,69.1,416.0,rice
Thanjavur,146.0,55.8,229.2,7.4,Kharif,30.0,62.2,318.0,jute
Thanjavur,146.0,55.8,229.2,7.4,Rabi,25.6,79.7,729.0,rice
Thanjavur,146.0,55.8,229.2,7.4,Summer,29.3,70.8,173.0,jute
Thiruvarur,163.0,88.1,293.5,7.3,Kharif,29.9,69.0,444.0,rice
Thiruvarur,163.0,88.1,293.5,7.3,Rabi,26.2,78.3,851.0,rice
Thiruvarur,163.0,88.1,293.5,7.3,Summer,29.9,69.5,71.0,grapes
Thiruvarur,163.0,88.1,293.5,7.3,Kharif,29.9,67.6,364.0,jute
